Artist,Album,Year,Song,Feature1,Feature2,Feature3,Feature4
Dyme-A-Duzin,A Portrait of Donnovan,2013,Outro,None,None,None,None
Dynamic Duo,Double Dynamite,2005,Skit,None,None,None,None
Dynamic Duo,Double Dynamite,2005,Bad news is coming (Feat. BMK),BMK,None,None,None
The Cult,Born Into This,2007,Born Into This,None,None,None,None
The Cult,Beyond Good and Evil,2001,War (The Process),None,None,None,None
The Cult,Born Into This,2007,Citizens,None,None,None,None
The Cult,Born Into This,2007,Diamonds,None,None,None,None
The Cult,Born Into This,2007,Dirty Little Rockstar,None,None,None,None
The Cult,Beyond Good and Evil,2001,The Saint,None,None,None,None
The Cult,Beyond Good and Evil,2001,Rise,None,None,None,None
The Cult,Beyond Good and Evil,2001,Take the Power,None,None,None,None
The Cult,Born Into This,2007,Holy Mountain,None,None,None,None
The Cult,Born Into This,2007,I Assassin,None,None,None,None
The Cult,Born Into This,2007,Illuminated,None,None,None,None
The Cult,Beyond Good and Evil,2001,Breathe,None,None,None,None
The Cult,Beyond Good and Evil,2001,Nico,None,None,None,None
The Cult,Beyond Good and Evil,2001,American Gothic,None,None,None,None
The Cult,Born Into This,2007,Tiger in the Sun,None,None,None,None
The Cult,Born Into This,2007,Savages,None,None,None,None
The Cult,Born Into This,2007,Sound of Destruction,None,None,None,None
The Cult,Born Into This,2007,Stand Alone,None,None,None,None
Dynamic Duo,Lucky Numbers,2013,진격의 거인 둘 Return Of The Kings,None,None,None,None
Dynamic Duo,Grand Carnival,2015,J.O.T.S. (Ft. ​nafla),​nafla,None,None,None
Dynamic Duo,Taxi Driver,2004,Taxidriver Interlude One,None,None,None,None
The Cult,Beyond Good and Evil,2001,Ashes and Ghosts,None,None,None,None
The Cult,Beyond Good and Evil,2001,Shape the Sky,None,None,None,None
The Cult,Beyond Good and Evil,2001,Speed of Light,None,None,None,None
The Cult,Born Into This,2007,War Pony Destroyer,None,None,None,None
The Cult,Born Into This,2007,Savages (full length version),None,None,None,None
The Cult,Born Into This,2007,I Assassin (demo),None,None,None,None
Dynamic Duo,Lucky Numbers,2013,쌔끈해 Three Dopeboyz (Ft. Zion.T),Zion.T,None,None,None
Dynamic Duo,Lucky Numbers,2013,거품 안 넘치게 따라줘 Life Is Good (Ft. Crush & DJ Friz),Crush,DJ Friz,None,None
Dynamic Duo,Lucky Numbers,2013,BAAAM (Ft. Muzie),Muzie,None,None,None
Dynamic Duo,Grand Carnival,2015,요즘어때? (How You Doin'?) (Ft. DEΔN),DEΔN,None,None,None
Dynamic Duo,Taxi Driver,2004,Taxidriver Interlude Two,None,None,None,None
Dynamic Duo,Taxi Driver,2004,Skit,None,None,None,None
Dynamic Duo,Taxi Driver,2004,Outro,None,None,None,None
The Cult,Beyond Good and Evil,2001,True Believers,None,None,None,None
The Cult,Beyond Good and Evil,2001,My Bridges Burn,None,None,None,None
The Cult,Beyond Good and Evil,2001,Libertine,None,None,None,None
Dynamic Duo,Enlightened,2007,Happy Day (Feat.Heritage),Heritage,None,None,None
Dynamic Duo,A Giant Step (Single),2014,AEAO,None,None,None,None
Dynamic Duo,Band of Dynamic Brothers,2009,Guilty,None,None,None,None
Dynamic Duo,A Giant Step (Single),2014,Animal,None,None,None,None
Dynamic Duo,Band of Dynamic Brothers,2009,Moonstruck - Feat. Simon D,None,None,None,None
Dynamic Duo,Band of Dynamic Brothers,2009,Ugly,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Hollywood,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Salvation,None,None,None,None
The Cranberries,To The Faithful Departed,1996,When You're Gone,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Free to Decide,None,None,None,None
Dynamic Duo,Mixxxture Project Vol. 1,2017,Nosedive (기다렸다 가) (Ft. CHEN (EXO)),CHEN (EXO),None,None,None
Dynamic Duo,LastDays,2008,Make Up Sex,None,None,None,None
The Cranberries,To The Faithful Departed,1996,War Child,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Forever Yellow Skies,None,None,None,None
The Cranberries,To The Faithful Departed,1996,The Rebels,None,None,None,None
Dynamic Duo,LastDays,2008,아버지 (feat. ra.d),ra.d,None,None,None
The Cranberries,To The Faithful Departed,1996,Intermission,None,None,None,None
The Cranberries,To The Faithful Departed,1996,I Just Shot John Lennon,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Electric Blue,None,None,None,None
The Cranberries,To The Faithful Departed,1996,I'm Still Remembering,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Will You Remember?,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Joe,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Cordell,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Bosnia,None,None,None,None
The Cranberries,To The Faithful Departed,1996,The Picture I View,None,None,None,None
The Cranberries,To The Faithful Departed,1996,Ave Maria (Ft. Luciano Pavarotti),Luciano Pavarotti,None,None,None
The Cranberries,To The Faithful Departed,1996,Go Your Own Way,None,None,None,None
The Cranberries,To The Faithful Departed,1996,God Be With You,None,None,None,None
The Cranberries,Something Else,2017,Linger (Acoustic Version),None,None,None,None
The Cult,Dreamtime,1984,Horse Nation,None,None,None,None
The Cranberries,No Need to Argue,1994,Ode to My Family,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Animal Instinct,None,None,None,None
The Cranberries,Something Else,2017,The Glory*,None,None,None,None
The Cranberries,Something Else,2017,Dreams (Acoustic Version),None,None,None,None
The Cranberries,Something Else,2017,When You're Gone (Acoustic Version),None,None,None,None
The Cult,Dreamtime,1984,Spiritwalker,None,None,None,None
The Cult,Dreamtime,1984,83rd Dream,None,None,None,None
The Cult,Dreamtime,1984,Butterflies,None,None,None,None
The Cranberries,No Need to Argue,1994,I Can't Be With You,None,None,None,None
The Cranberries,No Need to Argue,1994,Twenty One,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Loud and Clear,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Promises,None,None,None,None
The Cranberries,Bury the Hatchet,1999,You and Me,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Just My Imagination,None,None,None,None
The Cranberries,Something Else,2017,Zombie (Acoustic Version),None,None,None,None
The Cranberries,Something Else,2017,Ridiculous Thoughts (Acoustic Version),None,None,None,None
The Cranberries,Something Else,2017,Rupture (Ft. Irish Chamber Orchestra),Irish Chamber Orchestra,None,None,None
The Cranberries,Something Else,2017,Ode To My Family (Acoustic Version),None,None,None,None
The Cult,Dreamtime,1984,Go West,None,None,None,None
The Cult,Dreamtime,1984,Gimmick,None,None,None,None
The Cult,Dreamtime,1984,A Flower in the Desert,None,None,None,None
The Cult,Dreamtime,1984,Dreamtime,None,None,None,None
The Cranberries,No Need to Argue,1994,Zombie,None,None,None,None
The Cranberries,No Need to Argue,1994,Empty,None,None,None,None
The Cranberries,No Need to Argue,1994,Everything I Said,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Shattered,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Desperate Andy,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Saving Grace,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Copycat,None,None,None,None
The Cranberries,Something Else,2017,Free To Decide (Acoustic Version),None,None,None,None
The Cranberries,Something Else,2017,Just My Imagination (Acoustic Version),None,None,None,None
The Cranberries,Something Else,2017,Animal Instinct (Acoustic Version),None,None,None,None
The Cranberries,Something Else,2017,You and Me (Acoustic Version),None,None,None,None
The Cult,Dreamtime,1984,Rider in the Snow,None,None,None,None
The Cult,Dreamtime,1984,Bad Medicine Waltz,None,None,None,None
The Cult,Dreamtime,1984,Bonebag,None,None,None,None
The Cult,Dreamtime,1984,Sea And Sky,None,None,None,None
The Cranberries,No Need to Argue,1994,The Icicle Melts,None,None,None,None
The Cranberries,No Need to Argue,1994,Disappointment,None,None,None,None
The Cranberries,No Need to Argue,1994,Ridiculous Thoughts,None,None,None,None
The Cranberries,No Need to Argue,1994,Dreaming My Dreams,None,None,None,None
The Cranberries,Bury the Hatchet,1999,What's On My Mind,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Delilah,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Fee Fi Fo,None,None,None,None
The Cranberries,Something Else,2017,Why,None,None,None,None
The Cranberries,No Need to Argue,1994,Yeat's Grave,None,None,None,None
The Cranberries,No Need to Argue,1994,Daffodil Lament,None,None,None,None
The Cranberries,No Need to Argue,1994,No Need to Argue,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Dying in the Sun,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Sorry Son,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Baby Blues,None,None,None,None
The Cranberries,No Need to Argue,1994,Away,None,None,None,None
The Cranberries,No Need to Argue,1994,I Don't Need,None,None,None,None
The Cranberries,No Need to Argue,1994,(They Long to Be) Close to You,None,None,None,None
The Cranberries,No Need to Argue,1994,So Cold in Ireland,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Sweetest Thing,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Woman Without Pride,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Such a Shame,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Paparazzi on Mopeds,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Free to Decide,None,None,None,None
The Cranberries,Bury the Hatchet,1999,Zombie,None,None,None,None
The Cult,Capsule 2,2010,Embers,None,None,None,None
The Cult,Capsule 2,2010,Until The Light Takes Us,None,None,None,None
The Cult,The Cult,1994,Gone,None,None,None,None
The Cult,The Cult,1994,Coming Down (Drug Tongue),None,None,None,None
The Cult,The Cult,1994,Real Grrrl,None,None,None,None
The Cult,The Cult,1994,Black Sun,None,None,None,None
The Cult,Choice of Weapon,2012,Honey From a Knife,None,None,None,None
The Cult,The Cult,1994,Naturally High,None,None,None,None
The Cult,The Cult,1994,Joy,None,None,None,None
The Cult,The Cult,1994,Star,None,None,None,None
The Cult,Choice of Weapon,2012,Elemental Light,None,None,None,None
The Cult,Choice of Weapon,2012,The Wolf,None,None,None,None
The Cult,Choice of Weapon,2012,Life  Death,None,None,None,None
The Cult,The Cult,1994,Sacred Life,None,None,None,None
The Cult,The Cult,1994,Be Free,None,None,None,None
The Cult,The Cult,1994,Universal You,None,None,None,None
The Cult,Choice of Weapon,2012,For the Animals,None,None,None,None
The Cult,Choice of Weapon,2012,Amnesia,None,None,None,None
The Cult,Choice of Weapon,2012,Wilderness Now,None,None,None,None
The Cult,The Cult,1994,Emperor's New Horse,None,None,None,None
The Cult,The Cult,1994,Saints Are Down,None,None,None,None
The Cult,The Cult,1994,Nirvana,None,None,None,None
The Cult,Choice of Weapon,2012,Lucifer,None,None,None,None
The Cult,Choice of Weapon,2012,A Pale Horse,None,None,None,None
The Cult,Choice of Weapon,2012,This Night in the City Forever,None,None,None,None
The Cult,Choice of Weapon,2012,Every Man And Woman Is A Star,None,None,None,None
The Cult,Choice of Weapon,2012,Embers,None,None,None,None
The Cult,Choice of Weapon,2012,Until The Light Takes Us,None,None,None,None
The Cult,Choice of Weapon,2012,Siberia,None,None,None,None
The Cult,Capsule 1,2010,Every Man And Woman Is A Star,None,None,None,None
The Cult,Capsule 1,2010,Siberia,None,None,None,None
The Cult,Love Removal Machine / Lil' Devil,1991,Conquistador,None,None,None,None
The Cult,Love Removal Machine / Lil' Devil,1991,Love Trooper,None,None,None,None
The Cult,Love Removal Machine / Lil' Devil,1991,Lil' Devil,None,None,None,None
The Cult,Rain / Revolution,1991,Little Face,None,None,None,None
The Cult,Rain / Revolution,1991,All Souls Avenue,None,None,None,None
The Cult,Rain / Revolution,1991,Sunrise,None,None,None,None
The Cult,The White EP,1997,White,None,None,None,None
The Cult,The White EP,1997,Faith Healer,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,(She Sells) Sanctuary,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Fire Woman,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Lil' Devil,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Spiritwalker,None,None,None,None
The Cult,Resurrection Joe / She Sells Sanctuary,1991,The Snake,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,The Witch,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Revolution,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Wild Hearted Son,None,None,None,None
The Cult,Heart of Soul,1992,Heart of Soul (Edit),None,None,None,None
The Cult,Resurrection Joe / She Sells Sanctuary,1991,No. 13,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Love Removal Machine,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Rain,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,"Edie (Ciao, Baby)",None,None,None,None
The Cult,Heart of Soul,1992,Edie (Ciao Baby) [Acoustic],None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Heart of Soul,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Love,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Wild Flower,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Go West (Crazy Spinning Circles) [Original Version],None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Resurrection Joe,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Sun King,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Sweet Soul Sister,None,None,None,None
The Cult,"Pure Cult: For Rockers, Ravers, Lovers, And Sinners",1993,Earth Mofo,None,None,None,None
The Cult,Fire Woman / Edie (Ciao Baby) / Sun King,1991,Automatic Blues,None,None,None,None
The Cult,Spiritwalker / Go West,1991,Sea And Sky,None,None,None,None
The Cult,Sonic Temple,1989,Sun King,None,None,None,None
The Cult,Sonic Temple,1989,Fire Woman,None,None,None,None
The Cult,Sonic Temple,1989,American Horse,None,None,None,None
The Cult,Sonic Temple,1989,"Edie (Ciao, Baby)",None,None,None,None
The Cult,Sonic Temple,1989,Sweet Soul Sister,None,None,None,None
The Cult,Sonic Temple,1989,Soul Asylum,None,None,None,None
The Cult,Sonic Temple,1989,New York City,None,None,None,None
The Cult,Sonic Temple,1989,Automatic Blues,None,None,None,None
The Cult,Sonic Temple,1989,Soldier Blue,None,None,None,None
The Cult,Sonic Temple,1989,Wake Up Time for Freedom,None,None,None,None
The Cult,Sonic Temple,1989,Medicine Train,None,None,None,None
The Cult,Sonic Temple,1989,The River,None,None,None,None
The Cult,Hidden City,2016,Dark Energy,None,None,None,None
The Cult,Hidden City,2016,No Love Lost,None,None,None,None
The Cult,Hidden City,2016,Dance the Night,None,None,None,None
The Cult,Hidden City,2016,In Blood,None,None,None,None
The Cult,Hidden City,2016,Birds of Paradise,None,None,None,None
The Cult,Hidden City,2016,Hinterland,None,None,None,None
The Cult,Hidden City,2016,G O A T,None,None,None,None
The Cult,Hidden City,2016,Deeply Ordered Chaos,None,None,None,None
The Cult,Hidden City,2016,Avalanche of Light,None,None,None,None
The Cult,Hidden City,2016,Lilies,None,None,None,None
The Cult,Hidden City,2016,Heathens,None,None,None,None
The Cult,Hidden City,2016,Sound and Fury,None,None,None,None
The Cult,Ceremony,1991,Ceremony,None,None,None,None
The Cult,Ceremony,1991,Wild Hearted Son,None,None,None,None
The Cult,Ceremony,1991,Earth Mofo,None,None,None,None
The Cult,Ceremony,1991,White,None,None,None,None
The Cult,Ceremony,1991,If,None,None,None,None
The Cult,Ceremony,1991,Full Tilt,None,None,None,None
The Cult,Ceremony,1991,Heart of Soul,None,None,None,None
The Cult,Ceremony,1991,Bangkok Rain,None,None,None,None
The Cult,Ceremony,1991,Indian,None,None,None,None
The Cult,Ceremony,1991,Sweet Salvation,None,None,None,None
The Cult,Ceremony,1991,Wonderland,None,None,None,None
The Cult,Sweet Soul Sister / Live 1987-1989,1991,Sweet Soul Sister (single version),None,None,None,None
The Cult,Electric Peace,2013,Wild Flower,None,None,None,None
The Cult,Electric Peace,2013,Peace Dog,None,None,None,None
The Cult,Electric Peace,2013,Lil' Devil,None,None,None,None
The Cult,Electric Peace,2013,Aphrodisiac Jacket,None,None,None,None
The Cult,Electric Peace,2013,Electric Ocean,None,None,None,None
The Cult,Electric Peace,2013,Bad Fun,None,None,None,None
The Cult,Electric Peace,2013,King Contrary Man,None,None,None,None
The Cult,Electric Peace,2013,Love Removal Machine,None,None,None,None
The Cult,Electric Peace,2013,Born to Be Wild,None,None,None,None
The Cult,Electric Peace,2013,Outlaw,None,None,None,None
The Cult,Electric Peace,2013,Memphis Hip Shake,None,None,None,None
The Cult,Electric Peace,2013,Conquistador,None,None,None,None
The Cult,Electric,1987,Wild Flower,None,None,None,None
The Cult,Electric,1987,Peace Dog,None,None,None,None
The Cult,Electric,1987,Lil' Devil,None,None,None,None
The Cult,Electric,1987,Aphrodisiac Jacket,None,None,None,None
The Cult,Electric,1987,Electric Ocean,None,None,None,None
The Cult,Electric,1987,Bad Fun,None,None,None,None
The Cult,Electric,1987,King Contrary Man,None,None,None,None
The Cult,Electric,1987,Love Removal Machine,None,None,None,None
The Cult,Electric,1987,Born to Be Wild,None,None,None,None
The Cult,Electric,1987,Outlaw,None,None,None,None
The Cult,Electric,1987,Memphis Hip Shake,None,None,None,None
The Cult,Love,1985,Nirvana,None,None,None,None
The Cult,Love,1985,Big Neon Glitter,None,None,None,None
The Cult,Love,1985,Love,None,None,None,None
The Cult,Love,1985,Brother Wolf; Sister Moon,None,None,None,None
The Cult,Love,1985,Rain,None,None,None,None
The Cult,Love,1985,Phoenix,None,None,None,None
The Cult,Love,1985,Hollow Man,None,None,None,None
The Cult,Love,1985,Revolution,None,None,None,None
The Cult,Love,1985,(She Sells) Sanctuary,None,None,None,None
The Cult,Love,1985,Black Angel,None,None,None,None
The Cult,Love,1985,Horse Nation,None,None,None,None
The Cult,Love,1985,Little Face,None,None,None,None
The Cult,Love,1985,She Sells Sanctuary (long version),None,None,None,None
The Cult,Love,1985,The Snake,None,None,None,None
The Cult,Love,1985,Go West,None,None,None,None
The Cult,Love,1985,Revolution (Full Length Remix),None,None,None,None
The Cult,Love,1985,Dreamtime,None,None,None,None
The Cult,Love,1985,All Souls Avenue,None,None,None,None
The Cult,Love,1985,Judith,None,None,None,None
The Cult,Love,1985,No. 13,None,None,None,None
The Cult,Love,1985,She Sells Sanctuary (Howling mix),None,None,None,None
Dylan Ross,Dripped Out Jesus,2012,Intro (Dripped Out Jesus),None,None,None,None
Dylan Ross,Dripped Out Jesus,2012,Fuck You (Ft. Big Crust),Big Crust,None,None,None
Dylan Ross,Dripped Out Jesus,2012,Walk Up To Your House (Ft. Mr. Sche),Mr. Sche,None,None,None
Dylan Ross,Dripped Out Jesus,2012,Banana Peelz,None,None,None,None
Dylan Ross,Ana With The World,2012,Intro (Ana With The World),None,None,None,None
Dylan Ross,Dripped Out Jesus,2012,Aim At Her Face (Ft. Dutty Mane),Dutty Mane,None,None,None
Dylan Ross,Dripped Out Jesus,2012,L To The Head,None,None,None,None
Dylan Ross,Dripped Out Jesus,2012,For Rage,None,None,None,None
Dylan Ross,Ana With The World,2012,All About Dat Money,None,None,None,None
Dylan Ross,Ana With The World,2012,Twenty Dollar Rock,None,None,None,None
Dylan Ross,Ana With The World,2012,Lookin 4 Tha Cap,None,None,None,None
Dylan Ross,Ana With The World,2012,Bust A Cap,None,None,None,None
Dylan Ross,Dripped Out Jesus,2012,Break Your Knees,None,None,None,None
Dylan Ross,Ana With The World,2012,Fahrenheit,None,None,None,None
Dylan Ross,Ana With The World,2012,When You Make Me Click,None,None,None,None
Dwight Yoakam,3 Pears,2012,Take Hold Of My Hand,None,None,None,None
Dwight Yoakam,3 Pears,2012,Waterfall,None,None,None,None
Dwight Yoakam,3 Pears,2012,"Dim Lights, Thick Smoke",None,None,None,None
Dwight Yoakam,3 Pears,2012,Trying,None,None,None,None
Dwight Yoakam,3 Pears,2012,Nothing But Love,None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,What I Don't Know (Bluegrass Version),None,None,None,None
Dylan Ross,Breath Of God,2014,Hidden Run by Rozz Dyliams,None,None,None,None
Dwight Yoakam,3 Pears,2012,It's Never Alright,None,None,None,None
Dwight Yoakam,3 Pears,2012,A Heart Like Mine,None,None,None,None
Dwight Yoakam,3 Pears,2012,Long Way To Go,None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,Free To Go (Bluegrass Version),None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,Sad Sad Music (Bluegrass Version),None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,These Arms (Bluegrass Version),None,None,None,None
Dylan Ross,Breath Of God,2014,"Never, I Needed Someone by Rozz Dyliams",None,None,None,None
Dylan Ross,Breath Of God,2014,To Russia With Love by Rozz Dyliams,None,None,None,None
Dylan Ross,Breath Of God,2014,I Must Serenade You by Rozz Dyliams,None,None,None,None
Dylan Ross,Breath Of God,2014,Sweet Talk by Rozz Dyliams,None,None,None,None
Dwight Yoakam,3 Pears,2012,Missing Heart,None,None,None,None
Dwight Yoakam,3 Pears,2012,3 Pears,None,None,None,None
Dwight Yoakam,3 Pears,2012,Rock It All Away,None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,I Wouldn't Put It Past Me (Bluegrass Version),None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,Listen (Bluegrass Version),None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,Two Doors Down (Bluegrass Version),None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,"Guitars, Cadillacs (Bluegrass Version)",None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,Love Caught Up To Me,None,None,None,None
Dylan Ross,Breath Of God,2014,Downwitdawickedshit by Rozz Dyliams,None,None,None,None
Dylan Ross,Breath Of God,2014,Drip Battery Test by Rozz Dyliams,None,None,None,None
Dylan Ross,Breath Of God,2014,Wonderland (Ft. Black Smurf),Black Smurf,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,Home For Sale (Bluegrass Version),None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,"Please, Please Baby (Bluegrass Version)",None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,Gone (That'll Be Me) (Bluegrass Version),None,None,None,None
Dwight Yoakam,This Time,1993,Pocket of A Clown,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,What Do You Know About Love,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,Time Spent Missing You,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,Free To Go,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,A Promise You Can't Keep,None,None,None,None
Dylan Ross,The Relic,2014,A Series of Unfortunate Events,None,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,"Turn It On, Turn It Up, Turn Me Loose",None,None,None,None
Dylan Ross,Breath Of God,2014,Christ in a Vice by Rozz Dyliams,None,None,None,None
Dylan Ross,Breath Of God,2014,When You're Here by Rozz Dyliams,None,None,None,None
Dwight Yoakam,"Swimmin' Pools, Movie Stars ... (artist: Dwight Yoakam)",2016,Purple Rain (Bluegrass Version),None,None,None,None
Dwight Yoakam,This Time,1993,A Thousand Miles From Nowhere,None,None,None,None
Dwight Yoakam,This Time,1993,Home For Sale,None,None,None,None
Dwight Yoakam,This Time,1993,This Time,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,A Place To Cry,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,The Sad Side Of Town,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,For Love's Sake,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,The Heartaches Are Free,None,None,None,None
Dylan Ross,The Relic,2014,Twenty Three Years,None,None,None,None
Dylan Ross,The Relic,2014,Zagmaster,None,None,None,None
Dylan Ross,The Relic,2014,The Castle Of Depression,None,None,None,None
Dylan Ross,The Relic,2014,Rubbernecking A Mirror,None,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,You're the One,None,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,It Only Hurts When I Cry,None,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,The Heart That You Own,None,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,Suspicious Minds,None,None,None,None
Dwight Yoakam,Population: Me,2003,The Late Great Golden State,None,None,None,None
Dwight Yoakam,This Time,1993,Two Doors Down,None,None,None,None
Dwight Yoakam,This Time,1993,Ain't That Lonely Yet,None,None,None,None
Dwight Yoakam,This Time,1993,King of Fools,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,A World Of Blue,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,I Want You To Want Me,None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,"Alright, I'm Wrong",None,None,None,None
Dwight Yoakam,Tomorrow's Sounds Today,2000,I Was There,None,None,None,None
Dylan Ross,The Relic,2014,The Rubenesque,None,None,None,None
Dylan Ross,The Relic,2014,It's Just My Nature,None,None,None,None
Dylan Ross,The Relic,2014,Sherilyn Fentanyl (Ft. Bones),Bones,None,None,None
Dylan Ross,The Relic,2014,King Tut,None,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,Thinking About Leaving,None,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,Sorry You Asked?,None,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,Nothing,None,None,None,None
Dwight Yoakam,Population: Me,2003,No Such Thing,None,None,None,None
Dwight Yoakam,Population: Me,2003,An Exception To The Rule,None,None,None,None
Dwight Yoakam,Population: Me,2003,Population Me,None,None,None,None
Dwight Yoakam,This Time,1993,Fast As You,None,None,None,None
Dwight Yoakam,This Time,1993,Try Not To Look So Pretty,None,None,None,None
Dwight Yoakam,This Time,1993,Wild Ride,None,None,None,None
Dylan Ross,The Relic,2014,Straight Bangs & Arched Eyebrows,None,None,None,None
Dylan Ross,The Relic,2014,Dreamscape,None,None,None,None
Dylan Ross,The Relic,2014,Jungle Palaces (Ft. Chris Travis),Chris Travis,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,I'll Go Back To Her,None,None,None,None
Dwight Yoakam,Last Chance for A Thousand Years,1999,Crazy Little Thing Called Love,None,None,None,None
Dwight Yoakam,Gone,1995,Near You,None,None,None,None
Dwight Yoakam,Second Hand Heart,2015,In Another World,None,None,None,None
Dwight Yoakam,A Long Way Home,1998,Same Fool,None,None,None,None
Dwight Yoakam,Come on Christmas,1997,Come On Christmas,None,None,None,None
Dwight Yoakam,Population: Me,2003,Trains And Boats And Planes,None,None,None,None
